StrongNumber,Lemma,SenseNumber,English,Chinese,Instances,Category,BDAG agreement,LN agreement,Definition,Explanations
"1345","δικαίωμα",1,"requirement",,"450020260060010 450080040030010 420010060140010",1,0,0,,
"2805","κλαυθμός",1,"weep",,"400130500120010 400080120150010 400130420120010 400250300140010 400020180050010 400240510150010 420130280040010 400220130220010 440200370030010",1,0,0,,
"0329","ἀναζωπυρέω",1,"kindle afresh",,"550010060060010",2,0,0,,
"5535","χρῄζω",1,"need",,"420120300150010 420110080230010 400060320150010 470030010070010 450160020160010",2,0,0,,
"4248","πρηνής",1,"fall headlong",,"440010180110010",3,0,0,,
"0370","ἀνάξιος",1,"incompetent",,"460060020170010",3,0,0,,
"1912","ἐπιβαρέω",2,"say too much",,"470020050130010",2,0,0,,
"1912","ἐπιβαρέω",1,"burden",,"520020090170010 530030080190010",2,0,0,,
"1577","ἐκκλησία",3,"congregation",,"580020120110010 440070380070010",1,0,0,,
"1577","ἐκκλησία",2,"assembly",,"440190390090010 440190320100010 440190400270010",1,0,0,,
"1577","ἐκκλησία",1,"church",,"400180170070010 660020230120010 450160040190010 460040170290010 490050320140010 490010220150010 660030010070010 440180220090010 570010020150010 460160010120010 470010010130010 660020120070010 490050250120010 520020140070010 660020110100010 490030210060010 540030050110010 460140120120010 660020010060010 660030130100010 500040150170010 440140230050010 450160160090010 460070170190010 490050230130010 660010200240010 440120050160010 530010010070010 460140230050010 510040160140010 460100320090010 440150030070010 440150220110010 400160180170010 640010060070010 660220160120010 440120010170010 490030100140010 660010110110010 470080230140010 660020080070010 470110280140010 540050160120010 500030060050010 520010010070010 470080190090010 440140270060010 510010240270010 660030060100010 460160190040010 440110220090010 660020170100010 510010180090010 480010220070010 460150090170010 450160010120010 640010100320010 490050270070010 540030150140010 660030070070010 440200280180010 450160050060010 660020180070010 490050240040010 460120280090010 530010040090010 440050110080010 660030140070010 510040150130010 440200170120010 440110260150010 470080010130010 470110080020010 460060040110010 660030220100010 460140330130010 660010040040010 460110220130010 470080180160010 590050140090010 440160050040010 660020290100010 460140050250010 640010090040010 440150410100010 440080030050010 480010130150010 460140190030010 480010020080010 460010020020010 450160230100010 460110160140010 400180170120010 470120130090010 490050290180010 440130010080010 440090310040010 660020070100010 470080240180010 440150040080010 660010200320010 460160190200010 440080010180010 460140040090010 460140340050010 460110180070010 460140280080010 580120230020010 460140350180010",1,0,0,,
"4077","πηγή",2,"well",,"430040140270010 430040060040010 430040060180010",1,0,0,,
"4077","πηγή",1,"spring",,"660080100260010 660140070310010 610020170030010 660160040130010 660210060230010 660070170160010 590030110030010 410050290050010",1,0,0,,
"2693","καταστρώννυμι",1,"strew about",,"460100050100010",2,0,0,,
"4728","στενός",1,"narrow",,"400070140020010 400070130040010 420130240050010",3,0,0,,
"2418","ἱερουργέω",1,"serve as a priest",,"450150160110010",2,0,0,,
"0979","βίος",5,"goods",,"620030170060010",1,0,0,,
"0979","βίος",4,,,"420080430150010",1,0,0,,
"0979","βίος",3,"live on",,"420210040200010 410120440200010",1,0,0,,
"0979","βίος",2,"property",,"420150300110010 420150120210010",1,0,0,,
"0979","βίος",1,"life",,"550020040060010 420080140190010 540020020130010 620020160200010",1,0,0,,
"0792","ἀστήρ",1,"star",,"460150410140010 400020020130010 460150410120010 660120010250010 400020100040010 660020010140010 660030010210010 660220160220010 660080120210010 410130250030010 660010200050010 400020090100010 660020280120010 660010200200010 660080100110010 400240290220010 460150410110010 650010130080010 660080110050010 660090010080010 660060130030010 400020070140010 660120040090010 660010160080010",1,0,0,,
"2909","κρείττων",2,"superior",,"580070070090010",3,0,0,,
"2909","κρείττων",1,"better",,"580110400050010 580080060140010 460070090060010 580080060080010 600030170010010 580070190080010 580110350160010 580120240090010 580100340180010 610020210010010 580110160030010 580070220040010 580090230160010 580010040020010",3,0,0,,
"1341","δικαιοκρισία",1,"righteous judgment",,"450020050170010",1,0,0,,
"4328","προσδοκάω",5,"wait expectantly",,"420030150010010",2,0,0,,
"4328","προσδοκάω",4,"wait",,"440270330170010 440280060150010",2,0,0,,
"4328","προσδοκάω",3,"look for",,"420070190120010 420070200220010",2,0,0,,
"4328","προσδοκάω",2,"wait for",,"610030120010010 610030130110010 610030140040010 420010210050010",2,0,0,,
"4328","προσδοκάω",1,"expect",,"420080400140010 440100240120010 440280060030010 440030050050010 400240500110010 420120460110010 400110030090010",2,0,0,,
"4384","προστάσσω",1,"appoint",,"440170260150010",2,0,0,,
"0939","βάσις",1,"foot",,"440030070130010",1,0,0,,
"0492","ἀντιπαρέρχομαι",1,"pass by on the other side",,"420100320120010 420100310140010",2,0,0,,
"3858","παραδέχομαι",2,"accept",,"440220180150010 440160210080010",2,0,0,,
"3858","παραδέχομαι",1,"receive",,"540050190050010 580120060110010 440150040050010 410040200160010",2,0,0,,
"1261","διαλογισμός",5,"doubtful issue",,"450140010100010",1,0,0,,
"1261","διαλογισμός",4,"argument",,"420090460030010 500020140060010",1,0,0,,
"1261","διαλογισμός",3,"doubt",,"420240380100010 540020080150010",1,0,0,,
"1261","διαλογισμός",2,"reasoning",,"450010210150010 460030200060010",1,0,0,,
"1261","διαλογισμός",1,"thought",,"420090470060010 420060080050010 590020040080010 400150190060010 410070210090010 420020350150010 420050220060010",1,0,0,,
"1298","διαταράσσω",1,"trouble",,"420010290060010",2,0,0,,
"2115","εὔθυμος",1,"encourage",,"440270360010010",3,0,0,,
"4190","πονηρός",5,"envious",,"400200150150010",3,0,0,,
"4190","πονηρός",4,"evil thing",,"440250180120010",3,0,0,,
"4190","πονηρός",3,"wick",,"640010100120010 400180320100010",3,0,0,,
"4190","πονηρός",2,"bad",,"400070170130010 400070180060010 400060230060010 420110340240010",3,0,0,,
"4190","πονηρός",1,"evil",,"550040180080010 420110130040010 490060130150010 400120450330010 400050370160010 430170150150010 430030190260010 540060040170010 420060350300010 400120350190010 440190160130010 420060450210010 400120350120010 590040160110010 520050220040010 400130380240010 420070210130010 430070070190010 450120090060010 490050160070010 630010110110010 400050450160010 400160040020010 420080020090010 440190130160010 420060450180010 400120350160010 400070110040010 440190150060010 400150190070010 580100220130010 420060220200010 400120390070010 440190120240010 400090040110010 420060450150010 510010210140010 590020040090010 400050110110010 550030130010010 620030120220010 400120340070010 480010040160010 580030120090010 530030020080010 620050190130010 620030120060010 400060130120010 530030030130010 620020130150010 490060160150010 620020140330010 400130190120010 620050180210010 440280210260010 420190220090010 400220100130010 400130490140010 420110290110010 410070230040010 410070220070010 400250260080010 460050130090010 420030190210010 440170050110010 400050390080010 440180140210010 660160020180010",3,0,0,,
"0186","ἀκλινής",1,"without waver",,"580100230060010",3,0,0,,
"2230","ἡγεμονεύω",1,"governor",,"420030010090010 420020020050010",2,0,0,,
"0328","ἀναζώννυμι",1,"prepare for action",,"600010130020010",2,0,0,,
"4776","συγκαθίζω",2,"seat",,"490020060040010",2,0,0,,
"4776","συγκαθίζω",1,"sit down together",,"420220550090010",2,0,0,,
"4025","περίθεσις",1,"wear",,"600030030090010",1,0,0,,
"2844","κοινωνός",2,"partaker",,"600050010200010",1,0,0,,
"2844","κοινωνός",1,"partner",,"470080230040010",1,0,0,,
"4393","προφέρω",1,"produce",,"420060450190010 420060450100010",2,0,0,,
"5389","φιλοτιμέομαι",2,"seek",,"520040110020010",2,0,0,,
"5389","φιλοτιμέομαι",1,"aspiring",,"450150200030010 470050090030010",2,0,0,,
"5021","τάσσω",5,"set",,"440280230010010",2,0,0,,
"5021","τάσσω",4,"devote",,"460160150190010",2,0,0,,
"5021","τάσσω",3,"command",,"400280160130010",2,0,0,,
"5021","τάσσω",2,"place",,"420070080080010",2,0,0,,
"5021","τάσσω",1,"appoint",,"440150020150010 440220100220010 440130480160010 450130010190010",2,0,0,,
"0907","βαπτίζω",3,"wash",,"410070040060010",2,0,0,,
"0907","βαπτίζω",2,"ceremonially wash",,"420110380090010",2,0,0,,
"0907","βαπτίζω",1,"baptize",,"430030260220010 410100390230010 410010050140010 430010330090010 450060030050010 460010160130010 400030130150010 430010310160010 460150290050010 460010170060010 420030160280010 440160330150010 410010080020010 430010250090010 430010280120010 460100020060010 410010080070010 420030070060010 400030110260010 450060030130010 440220160060010 440190030060010 440160150030010 430030230200010 460010130140010 400030060020010 440080120170010 440080160100010 440090180140010 430040010160010 460010140070010 460120130110010 440100480090010 440190050030010 430010260070010 410100380230010 440010050040010 440010050100010 410010090140010 440180080200010 400030140120010 400030110040010 420030210050010 440110160110010 440110160150010 480030270050010 460010160010010 440100470090010 420030160090010 420030120050010 430100400150010 400280190070010 440080360200010 430030220200010 440190040050010 430040020050010 460010150100010 440020410080010 430010330290010 440020380080010 460150290160010 440080380190010 420070300150010 400030160010010 420070290120010 440080130080010 420030210110010 410160160040010 430030230060010 410010040040010 420120500040010 410100390220010 410100380220010 410060140170010 410060240160010",2,0,0,,
"1460","ἐγκατοικέω",1,"live",,"610020080070010",2,0,0,,
"0330","ἀναθάλλω",1,"revive",,"500040100090010",2,0,0,,
"2773","κερματιστής",1,"money changer",,"430020140150010",1,0,0,,
"4426","πτύρω",1,"frighten",,"500010280030010",2,0,0,,
"3446","μόρφωσις",2,"embodiment",,"450020200070010",1,0,0,,
"3446","μόρφωσις",1,"form",,"550030050020010",1,0,0,,
"1985","ἐπίσκοπος",1,"overseer",,"440200280150010 540030020040010 500010010180010 560010070040010 600020250130010",1,0,0,,
"3503","νεότης",1,"youth",,"440260040080010 410100200100010 420180210080010 540040120040010",1,0,0,,
"0444","ἄνθρωπος",5,,,"400060050250010",1,0,0,,
"0444","ἄνθρωπος",4,"self",,"600030040060010",1,0,0,,
"0444","ἄνθρωπος",3,"person",,"450070010130010 480020060160010",1,0,0,,
"0444","ἄνθρωπος",2,"human",,"450030050200010 480030150030010 460150320030010 660180130310010 460090080030010 660210170110010",1,0,0,,
"0444","ἄνθρωπος",1,"man",,"420180020130010 400090080150010 420090250040010 430090350170010 660140140140010 430070460070010 420170240210010 450050120230010 530030020090010 400100320090010 460020050090010 420230140230010 420240070110010 430010060020010 440190350130010 420040330060010 400080270030010 440050040240010 430100330170010 400150180140010 440050380180010 430070510070010 660160180170010 400120320100010 410140620120010 420060450030010 400110190050010 400240370140010 460110280030010 400240300250010 430050270090010 460040090200010 550020020120010 430120340280010 400160130240010 410140210220010 400270570050010 440190160040010 400050130260010 410100090060010 430090160130010 410020280070010 400250140030010 410140130170010 660090050220010 420220220060010 420100300050010 430090240220010 400190050060010 420060490090010 400150090080010 410070110060010 410010230080010 420230140070010 410140210150010 440050290130010 400110080050010 410070080100010 450050120060010 430040280160010 400100230300010 580020060080010 420140160050010 400160270060010 420240070050010 470120020020010 400100350040010 400260740100010 430050150030010 420060050110010 400210250110010 430050340050010 420140300050010 400130440140010 440140110170010 420150110030010 430090010040010 410120010080010 500020070150010 460020110040010 450040060080010 440280040200010 400180120070010 580060160010010 620050090050010 420120080120010 440220250150010 400190120170010 420150040020010 430090300030010 410080360040010 420120090070010 600040060110010 400250310070010 440040220070010 420090440190010 400120130040010 430110500080010 420220600050010 400240440150010 450050150330010 420200040090010 400190280220010 400170090210010 450050190080010 430070220220010 410020270130010 420090260140010 490060070090010 420160010070010 420020250030010 420070250050010 420230060070010 400120100030010 440040090070010 610010210160010 440050350110010 420050240080010 420090580200010 400260240300010 400260020130010 490030160190010 660090070260010 420020250120010 480060070100010 410110320040010 400150200150010 420120100100010 430060530180010 420060220250010 420200060050010 400120080090010 580130060140010 430030130170010 580070280040010 420040040150010 410080310100010 400210260050010 550030080150010 400240390190010 410070070080010 400220110100010 400180070150010 520020040140010 430180140110010 420190220140010 420160190010010 540060110040010 660010130080010 400090060100010 440250160110010 400260720100010 440160200090010 420090440140010 440040140030010 440160350120010 420070080040010 420130190070010 510030230120010 430080170110010 420060480030010 410100450060010 500020070090010 430020250110010 430120340350010 420230470130010 460070230060010 430180170170010 400090090070010 400170140080010 410080380220010 400080200200010 450070240030010 420050180070010 410090310170010 420220690090010 400260450220010 450090200020010 420180100010010 420120160070010 430110470160010 590020240060010 440230090210010 420170220160010 400130240110010 480010010080010 400090320070010 590030090130010 450020290190010 410130260070010 420110300140010 420210270070010 420220480100010 410090090200010 410070180180010 430090110040010 430020250190010 580050010050010 440050380090010 410140710110010 460140020060010 400120350130010 400130370140010 410030010100010 430030010030010 460020110070010 550030170070010 440120220090010 420200090100010 470120030050010 420180040190010 430080400060010 420080330070010 400240270190010 400150110190010 430050090060010 400160260040010 420090220070010 430070230170010 420140020030010 420210360210010 450140200150010 410030030040010 400130410050010 400050160080010 420220580170010 420170300100010 490050310040010 610030070220010 660040070220010 430090240040010 460150450070010 400080090040010 420220220140010 480010010050010 410140210060010 470080210110010 400150200060010 440050340190010 450030280050010 530020030180010 430080280110010 410030050150010 420230040160010 400260640160010 440220260150010 400190100120010 420080350150010 430070230040010 600020040070010 430050120060010 430190050190010 580020060140010 460150210040010 430050410030010 420110240080010 400240300090010 410150390170010 400160230230010 420190210050010 430120430060010 400120120040010 460150210080010 430010510240010 440100260110010 410080330260010 440240160140010 430040500120010 440040160050010 400130310160010 430180290150010 420060060150010 660130180150010 400200180090010 420190100060010 400160280210010 410140410220010 440260310160010 440250220100010 400150110090010 430120230150010 420080290100010 440260320090010 400100360040010 430090160240010 430050070060010 420180310230010 420120400130010 410100330100010 400120430090010 430130310110010 430060620070010 420220100130010 400100330080010 400120450210010 400040040120010 440070560120010 460150470090010 430170060060010 400200280050010 420070340050010 400120400200010 400260240050010 400070090060010 510020220140010 430030140160010 450010230120010 400260240210010 400250240160010 410040260100010 400120110090010 400120350030010 590050170020010 460020110130010 410020100100010 560010140070010 480050030050010 440060130070010 400210280050010 490020150170010 410050080110010 440090330040010 580080020140010 420170260170010 400170220150010 420110260190010 580070080060010 410080370040010 440040130120010 520040080050010 460150470030010 430040290030010 410020270080010 410130340020010 400260240140010 400170120230010 400160260180010 400170220190010 410100070040010 430060270190010 440050280280010 440160170110010 430010040120010 400270320040010 410090310130010 410110300100010 440140150120010 410140210300010 420120080170010 430050050040010 410050020130010 420180080140010 410090120180010 400190060130010 450140180140010 420160150110010 420050100260010 600020150130010 400060160180010 410010170140010 490040080110010 400230040130010 660160080160010 540060050030010 410080240060010 460030040140010 550030020040010 440040120200010 660090060080010 400060020240010 400230280080010 420010250140010 540060090190010 420120360040010 420210260020010 400060180050010 440170300140010 660130130180010 400040190110010 480010100100010 420060260080010 480010100030010 520020060040010 660080110200010 560030020110010 540050240020010 420060220070010 580050010080010 450010180120010 460070070040010 550030130030010 460140030040010 470050110070010 560020110090010 410030280100010 420020520140010 410070210070010 430030190160010 420020140100010 660090100180010 440180130090010 660160090040010 400100170050010 420130040240010 660160210120010 480010100140010 450020160100010 420110460120010 420160150220010 440220150070010 660090040200010 490030050090010 400130250060010 400060010100010 420070310050010 400230070110010 460070010060010 460070260120010 400190030110010 430030270070010 450100050140010 480020160060010 540060160110010 450020030050010 450020090070010 480010120050010 480010110150010 460030210050010 460150390100010 610020160090010 460020090150010 540020050100010 440170290180010 520020130210010 510020080180010 490040140160010 600040020040010 460130010050010 440210390060010 440210280080010 420180270070010 410100270070010 400190260080010 460040010040010 410070150050010 440100280250010 410070230100010 590010070050010 470040020270010 560030100020010 470040160100010 460060180090010 410070150170010 410070200070010 540020050090010 660210030160010 460150190130010 440040170190010 430030040080010 450120170100010 510010280170010 450030040100010 470030020160010 510010280100010 450050180190010 540020040030010 450120180080010 430010090090010 430020100050010 560030080240010 540040100160010 500040050060010 540020010120010 450050180090010 520020150190010 590020200050010 450070220100010 510010280060010 470120040130010 410070200120010 420120140050010 440160370110010 590030080070010 460020140030010 410070150230010 400110190120010 400210330040010 650010040040010 440150260010010 610010210040010 660140040230010 420070340120010 660160210160010 430060100060010 420110440120010 420180110190010 660160020210010 400230130160010 400120360110010 400120310110010 400160130190010 410080270290010 430060140030010 400060140050010 400050190150010 660110130210010 660090200050010 400060150060010 400130520160010 400200010080010 460010250080010 460010250170010 480030150060010 440170260070010 660090180100010 660090150220010 440150170070010 450020010050010 400070120100010 420060310080010 580090270060010 400220020060010 460030030170010 420190300170010 410110020230010 400180230080010 400130280060010 410120140210010 400130450080010 510030090080010 490040240050010 490040220090010 450060060070010 480060010050010 430160210260010 590010190080010 420190120030010 400220160350010 400230050110010 420050200070010",1,0,0,,
